Unit,PlantGroup,Specie,Tto,DroughtNum,Sp,Specie_number,tto_number,ST,Pot,PotN,pH,rootN,rootC,leafN,leafC,soilN,soilC,WSA,shootmass,LDMC,SLA,rootmass,diameter,RTD,SRL,SRSA,PathogensOLD,SaprotrophsOLD,MutualistsOLD,MIXOLD,S_Patho,S_Sapro,S_Mutual,PCo1_Patho,PCo2_Patho,PCo1_Sapro,PCo2_Sapro,PCo1_Mutual_EMF,PCo2_Mutual_EMF,PCo1_Mutual,PCo2_Mutual,SpecieY,Pathogens2,Saprotrophs2,Mutualists2,S_ALL,PCo1_ALL_EMF,PCo2_ALL_EMF,PCo1_ALL,PCo2_ALL,Speciex,Ttox,Phylog_1,Phylog_2,Phylog_3,Phylog_4,CP1_leaft,CP2_leaft,CP1_soilprop,CP2_soilprop,CP1_root,CP2_root,ID_phase1
,Grasses,G_Lolium,Control,0,Lolium,22,500,Lolium_Control,231m,231,7.04,5.36,314.87,8.59,387.85,0.69,7.39,54.41,4886.1,182.34,221.92,5869.973,0.23,169.28,13.97,1.02,10.87955869,59.9141894,9.347226479,19.85902544,14,60,18,0.121062863,-0.033474131,0.110496739,0.010261123,-0.019140343,-0.064748141,-0.01894,-0.05881,G_Lolium,4.914174972,27.06256921,4.208194906,248,-0.0192,0.02965,-0.01886,0.02965,G_Lolium,Control,-167.6068488,1.252428078,2.106234357,5.488844878,-0.64,0.58,-0.2,1.86,1.83,0.57,
,Grasses,G_Lolium,Control,0,Lolium,22,500,Lolium_Control,233m,233,6.93,5.04,341.33,8.87,400.39,0.68,7.18,72.97,4228.4,154.65,268.17,5615.193,0.2,175.73,18.43,1.15,5.149552883,72.00123343,7.49306198,15.35615171,10,57,23,0.017458494,-0.014756565,0.127435307,0.017701085,-0.025837575,-0.060551608,-0.02474,-0.05696,G_Lolium,2.192752101,30.65913866,3.190651261,240,-0.02562,0.03039,-0.02586,0.03068,G_Lolium,Control,-167.6068488,1.252428078,2.106234357,5.488844878,-0.59,0.25,-0.37,2.26,1.99,0.46,
,Grasses,G_Lolium,Control,0,Lolium,22,500,Lolium_Control,234m,234,6.64,3.67,243.14,6.27,400.44,0.45,4.55,30.08,5468.6,186.29,193.39,9943.167,0.2,194.81,16.7,1.04,12.38064927,62.57161044,5.092297899,19.95544239,12,55,12,0.035039953,-0.008439108,0.08406687,0.007102797,-0.022576233,-0.045766729,-0.02186,-0.03446,G_Lolium,5.246830321,26.51739951,2.144591314,231,-0.01288,0.02831,-0.0125,0.02848,G_Lolium,Control,-167.6068488,1.252428078,2.106234357,5.488844878,-0.55,0.66,-1.97,-0.42,2.74,1.79,
,Grasses,G_Lolium,Control,0,Lolium,22,500,Lolium_Control,235m,235,6.52,4.69,299.78,9.21,385.9,0.61,6.8,41.79,3963.7,156.62,194.73,6186.593,0.19,182.35,19.53,1.16,23.22987391,36.56644035,3.734238603,36.46944714,7,15,4,0.005791214,0.013114514,0.007518556,-0.000520325,-0.002535492,0.025879742,-0.0028,0.02581,G_Lolium,6.173475963,9.717747132,0.992395927,118,-0.00037,0.00776,-0.00038,0.00777,G_Lolium,Control,-167.6068488,1.252428078,2.106234357,5.488844878,-0.77,0.31,-0.66,-0.26,2.26,0.62,
,Grasses,G_Lolium,Drought,1,Lolium,22,1000,Lolium_Drought,236m,236,6.28,6.15,318.41,13.25,411.6,0.71,7.99,27.35,5187,238.37,178.46,3461.613,0.23,155.45,15.15,1.11,11.93297916,56.3138537,6.49775235,25.25541479,13,46,7,0.050745014,0.010689668,0.057005246,0.000799969,-0.004933062,-0.01250101,-0.00535,-0.01538,G_Lolium,3.755144033,17.72119342,2.044753086,212,-0.0099,0.02311,-0.01,0.02321,G_Lolium,Drought,-167.6068488,1.252428078,2.106234357,5.488844878,-0.02,0.39,0.15,-1.55,1.63,-0.21,
,Grasses,G_Lolium,Drought,1,Lolium,22,1000,Lolium_Drought,237m,237,6.35,3.81,241.19,9.35,417.25,0.63,6.98,23.8,6907,275.31,130.14,7940.467,0.25,179.33,10.97,0.88,13.69443025,57.17935616,3.883495146,25.24271845,12,36,11,0.029524285,0.003942025,0.023097707,0.001475557,-0.017049894,-0.06964911,-0.01794,-0.07188,G_Lolium,3.438101347,14.355356,0.974983964,185,-0.00896,0.00542,-0.00906,0.00546,G_Lolium,Drought,-167.6068488,1.252428078,2.106234357,5.488844878,0.08,0.9,-0.47,-1.51,2.14,1.29,
,Grasses,G_Lolium,Drought,1,Lolium,22,1000,Lolium_Drought,238m,238,6.45,4.21,358.36,11.96,416.34,0.71,8.02,27.27,4809.6,193.72,193.88,6629.673,0.3,183.19,7.76,0.73,19.71830986,36.49167734,4.225352113,39.56466069,8,22,4,-0.018898439,-0.062545023,-0.00668515,-0.004456648,-0.003319826,0.025634651,-0.00364,0.02548,G_Lolium,3.909125524,7.234420612,0.837669755,132,-0.00273,0.00223,-0.00276,0.00219,G_Lolium,Drought,-167.6068488,1.252428078,2.106234357,5.488844878,-0.11,0.24,0.17,-1.03,1.18,1.06,
,Grasses,G_Lolium,Drought,1,Lolium,22,1000,Lolium_Drought,239m,239,6.3,4.93,305.68,8.08,407.34,0.7,9.05,15.21,2790.2,224.38,179.06,3960.2,0.22,131.65,20.21,1.39,7.045609258,45.37100068,4.731109598,42.85228046,13,35,15,0.025000999,-0.059694472,0.029225111,-0.000402244,-0.02103482,-0.045611066,-0.02263,-0.04846,G_Lolium,2.626236996,16.91195128,1.763511799,215,-0.01169,0.01225,-0.01181,0.01237,G_Lolium,Drought,-167.6068488,1.252428078,2.106234357,5.488844878,-0.8,-0.25,0.51,-1.95,2.25,-0.13,
,Grasses,G_Lolium,Drought,1,Lolium,22,1000,Lolium_Drought,240m,240,6.71,5.55,304.78,10.94,433.21,0.73,8.13,60.57,4557.9,183.98,136.01,4826.747,0.24,145.95,15.06,1.14,22.68292683,28.19512195,8.195121951,40.92682927,9,23,8,0.012787794,0.00455791,-0.001100293,-0.010277712,-0.004656883,0.004615639,-0.00514,0.0032,G_Lolium,5.872695125,7.299823188,2.121747916,145,-0.00198,0.00679,-0.002,0.00676,G_Lolium,Drought,-167.6068488,1.252428078,2.106234357,5.488844878,-0.03,0,0.17,1.11,1.89,0.19,
,Herbs,H_Ranunculus,Control,0,Ranunculus,23,500,Ranunculus_Control,241m,241,6.69,3.91,384.79,9.72,378.65,0.67,6.9,31.98,2747.3,208.05,198.78,6113.987,0.27,142.66,12.45,1.05,11.60493827,57.21340388,11.14638448,20.03527337,13,51,24,0.035215188,-0.035061358,0.036046149,0.002526822,-0.040521624,-0.049531247,-0.04232,-0.04472,H_Ranunculus,4.225533008,20.83226304,4.058566658,243,-0.01849,0.01965,-0.01868,0.01983,H_Ranunculus,Control,35.58897393,-6.977592145,-27.61805502,-198.3916142,-1.03,0.01,-0.37,-0.13,1.63,0.76,
,Herbs,H_Ranunculus,Control,0,Ranunculus,23,500,Ranunculus_Control,242m,242,6.55,22.73,384.2,28.18,413.36,0.85,7.69,21.18,1718.8,177.16,193.55,1373.78,0.43,196.12,3.42,0.47,11.46609869,50.30173944,6.638267661,31.59389421,10,58,6,0.033327546,0.005251665,0.069797793,0.017127903,-0.000565584,0.018551509,-0.00067,0.01801,H_Ranunculus,4.141025641,18.16666667,2.397435897,230,-0.00806,0.02899,-0.00815,0.02913,H_Ranunculus,Control,35.58897393,-6.977592145,-27.61805502,-198.3916142,0.38,-0.85,0.61,-0.97,-1.32,-1.3,
,Herbs,H_Ranunculus,Control,0,Ranunculus,23,500,Ranunculus_Control,243m,243,6.75,4.9,407.74,11.84,382.34,0.67,7.26,23.21,2390.5,215.36,138.62,6289.167,0.26,278.72,6.72,0.55,21.8579235,34.08469945,10.6215847,33.43579235,14,55,25,0.061300252,-0.006750639,0.029393159,-0.008964272,-0.031617221,-0.053693277,-0.03336,-0.05137,H_Ranunculus,8.231511254,12.83601286,4,243,-0.01388,0.01953,-0.01403,0.01967,H_Ranunculus,Control,35.58897393,-6.977592145,-27.61805502,-198.3916142,-0.91,-0.16,-0.21,-0.29,0.71,1.11,
,Herbs,H_Ranunculus,Control,0,Ranunculus,23,500,Ranunculus_Control,244m,244,6.85,5.32,394.62,17.84,442.13,0.66,7.1,24.05,2287.1,169.03,259.23,4001.913,0.31,265.88,5.12,0.49,5.785891089,74.81435644,6.899752475,12.5,9,42,16,0.019180359,-0.015209819,0.04137389,-0.000439686,-0.027557807,-0.06558288,-0.02926,-0.06586,H_Ranunculus,2.389470994,30.89700997,2.849476105,202,-0.01578,0.0198,-0.01594,0.01997,H_Ranunculus,Control,35.58897393,-6.977592145,-27.61805502,-198.3916142,0.14,-0.86,-0.31,0.05,0.24,0.48,
,Herbs,H_Ranunculus,Control,0,Ranunculus,23,500,Ranunculus_Control,245m,245,6.87,3.24,397.96,17.17,408.32,0.69,7.64,25.07,1637.4,177.58,191.03,3677.813,0.27,306.71,5.75,0.48,3.663650408,79.38644891,6.179651291,10.77024939,9,31,7,0.023581285,0.011433733,-0.00464979,-0.020514132,-0.014189119,-0.066481354,-0.01352,-0.05556,H_Ranunculus,2.104729301,45.60669456,3.537466717,144,-0.00805,-0.00342,-0.00771,-0.00259,H_Ranunculus,Control,35.58897393,-6.977592145,-27.61805502,-198.3916142,-0.4,-0.71,-0.02,0.17,0.37,0.54,
,Herbs,H_Ranunculus,Drought,1,Ranunculus,23,1000,Ranunculus_Drought,247m,247,6.69,4.95,402.19,13.73,414.26,0.58,7.14,28105,1392.9,196.41,166.45,3834.067,0.3,201.46,6.8,0.65,11.38339921,54.18972332,9.288537549,25.13833992,9,36,15,-0.012298362,-0.037354538,0.024331435,-0.000883253,-0.020310678,-0.073738812,-0.02114,-0.07274,H_Ranunculus,3.778040142,17.98504526,3.069657615,205,-0.01256,0.00891,-0.01222,0.00939,H_Ranunculus,Drought,35.58897393,-6.977592145,-27.61805502,-198.3916142,-0.59,-0.81,-0.61,-0.28,0.53,0.3,
,Herbs,H_Ranunculus,Drought,1,Ranunculus,23,1000,Ranunculus_Drought,248m,248,6.64,6.23,314.47,14.8,409.53,0.63,6.53,34.53,1352.9,191.89,176.12,3547.967,0.31,236.6,5.7,0.55,19.59537572,54.21965318,6.473988439,19.71098266,11,45,14,0.021057777,0.014524558,0.030301066,-0.002779842,-0.022275068,-0.074542888,-0.02289,-0.07248,H_Ranunculus,4.34170082,12.01331967,1.421618852,219,-0.01441,0.00591,-0.01407,0.00656,H_Ranunculus,Drought,35.58897393,-6.977592145,-27.61805502,-198.3916142,-0.58,-0.78,-0.65,-0.19,0.53,0.19,
,Herbs,H_Ranunculus,Drought,1,Ranunculus,23,1000,Ranunculus_Drought,249m,249,6.96,6.83,402.46,14.76,410.55,0.74,6.91,28.16,2407.9,187.58,184.52,2835.88,0.47,442.12,1.31,0.19,31.71028606,9.068776628,27.26719416,31.95374315,8,17,6,-0.020102597,0.022075486,-0.019112271,-0.010774329,0.000940633,0.018418134,0.00096,0.01798,H_Ranunculus,6.676919134,1.909521979,5.74138152,140,-0.00015,-0.00478,-0.00016,-0.00486,H_Ranunculus,Drought,35.58897393,-6.977592145,-27.61805502,-198.3916142,-0.4,-0.47,-0.08,0.55,-1.12,0.62,
,Herbs,H_Ranunculus,Drought,1,Ranunculus,23,1000,Ranunculus_Drought,250m,250,6.69,6.8,417.27,12.78,384.99,0.64,7.21,24.66,1473,227.84,144.66,2881.3,0.3,270.28,5.39,0.5,15.07886435,50.56782334,6.876971609,27.47634069,12,40,13,0.06835632,-0.0093009,0.040209037,-0.0064848,-0.023112391,-0.044844867,-0.02512,-0.04674,H_Ranunculus,6.39892905,21.45917001,2.918340027,199,-0.01152,0.01885,-0.01165,0.01893,H_Ranunculus,Drought,35.58897393,-6.977592145,-27.61805502,-198.3916142,-0.97,-0.48,-0.35,-0.42,-0.01,0.08,
,Herbs,H_Armeria,Control,0,Armeria,24,500,Armeria_Control,251m,251,6.83,20.29,383.31,37.69,478.8,0.69,7.25,36.9,2235.9,120.07,233.73,211.9,475,261.2175,5.7875,0.4775,3.6,79.4,7.4,9.6,2,6,2,-0.001735291,0.017979759,-0.003703024,-0.008011082,-0.00432893,0.023516416,-0.00474,0.02317,H_Armeria,0.996126176,21.97011621,2.047592695,46,-1.00E-05,0.00377,-3.00E-05,0.00372,H_Armeria,Control,86.23100906,33.32994937,-125.2543362,36.23495435,1.82,-1.45,-0.19,0.51,-1.52,-1.33,
,Herbs,H_Armeria,Control,0,Armeria,24,500,Armeria_Control,252m,252,6.85,16.72,405.77,27.31,428.68,0.72,7.43,77.35,4354.5,144.58,129.94,393.3,0.17,413.64,10.45,0.56,22.24253504,34.61304083,23.40036563,19.7440585,9,27,6,-0.005181343,0.017609723,-0.004302202,0.006908333,0.000561602,0.018250464,0.00053,0.01789,H_Armeria,4.781241813,7.440398218,5.030128373,143,0.00412,0.00086,0.00414,0.00082,H_Armeria,Control,86.23100906,33.32994937,-125.2543362,36.23495435,0.94,-0.19,-0.16,2.2,-0.46,-1.19,
,Herbs,H_Armeria,Control,0,Armeria,24,500,Armeria_Control,253m,253,6.62,16.27,440.08,38.98,465.33,0.71,7.2,32.64,781.7,120.77,223.06,267.22,0.79,119.33,1.72,0.43,10.85785329,64.23539163,1.906340655,23.00041442,11,50,6,0.041238748,-0.030817446,0.054641432,0.006686104,-0.00777959,-0.012160055,-0.00843,-0.01511,H_Armeria,3.366743768,19.91775893,0.591107684,215,-0.01196,0.02399,-0.01208,0.02413,H_Armeria,Control,86.23100906,33.32994937,-125.2543362,36.23495435,1.51,-1.78,-0.12,-0.31,-2.41,-0.88,
,Herbs,H_Armeria,Control,0,Armeria,24,500,Armeria_Control,254m,254,6.73,17.76,409.72,37.48,404.45,0.68,6.5,26.95,1419.2,126.28,270.46,5.69,0.22,261.9,9.96,0.69,14.86126948,48.95477005,7.63968073,28.54427974,16,62,8,0.080465273,-0.043852925,0.08508212,0.021889463,-0.003425663,-0.041806555,-0.00155,-0.01775,H_Armeria,5.067392431,16.69258683,2.579056506,258,-0.01584,0.03357,-0.01549,0.03355,H_Armeria,Control,86.23100906,33.32994937,-125.2543362,36.23495435,0.82,-0.95,-0.44,-0.22,-0.4,-1.58,
,Herbs,H_Armeria,Control,0,Armeria,24,500,Armeria_Control,255m,255,6.33,21.52,391.35,38.82,478.56,0.74,7.42,33.33,2158.6,126.79,200.32,143.71,0.72,250,1.02,0.23,13.85665529,56.14334471,3.959044369,26.04095563,18,71,6,0.12710571,-0.015775232,0.101881972,0.022612725,-0.000267964,0.02537101,-0.00035,0.0253,H_Armeria,5.182537656,20.99821292,1.480725045,294,-0.01747,0.04529,-0.01763,0.04556,H_Armeria,Control,86.23100906,33.32994937,-125.2543362,36.23495435,1.87,-1.49,0.06,-1.17,-2.73,-1.08,
,Herbs,H_Armeria,Drought,1,Armeria,24,1000,Armeria_Drought,256m,256,6.22,20.84,412.67,35.21,445.26,0.78,7.58,21.91,661.9,131.26,214.87,161.28,0.96,228.57,0.6,0.18,20.95170455,41.69034091,5.539772727,31.81818182,15,53,11,0.039792353,-0.037445749,0.055717052,-0.001766513,-0.004722923,-0.054444456,-0.00482,-0.05796,H_Armeria,7.641497215,15.20528429,2.020463671,273,-0.01577,0.02387,-0.01592,0.02406,H_Armeria,Drought,86.23100906,33.32994937,-125.2543362,36.23495435,1.02,-1.57,0.3,-1.96,-3.57,-0.76,
,Herbs,H_Armeria,Drought,1,Armeria,24,1000,Armeria_Drought,257m,257,6.39,12.61,316.94,32.14,492.52,0.73,7.39,28.24,1850.1,187.5,141.62,151.78,0.29,474.12,3.25,0.29,10.11988717,72.03808181,2.36248237,15.47954866,13,50,5,0.060497255,-0.049523107,0.032992049,-0.006161619,-0.002779896,0.024117649,-0.00302,0.02387,H_Armeria,3.905293237,27.79970064,0.911688665,210,-0.01186,0.0162,-0.01198,0.01629,H_Armeria,Drought,86.23100906,33.32994937,-125.2543362,36.23495435,1.55,-1.65,0.03,-1.19,-0.77,-0.73,
,Herbs,H_Armeria,Drought,1,Armeria,24,1000,Armeria_Drought,258m,258,6.5,21.66,392.56,31.59,488.22,0.63,6.14,27.84,2621.3,184.62,149.69,294.52,0.53,508.25,0.91,0.15,16.4527027,63.51351351,3.141891892,16.89189189,13,60,10,0.010243785,-0.019511933,0.094991406,0.011242595,-0.007247911,-0.040844233,-0.00754,-0.04475,H_Armeria,6.334547347,24.45369407,1.209677419,256,-0.02009,0.03441,-0.0203,0.0347,H_Armeria,Drought,86.23100906,33.32994937,-125.2543362,36.23495435,1.6,-1.37,-0.76,-0.9,-2.51,-0.83,
,Herbs,H_Armeria,Drought,1,Armeria,24,1000,Armeria_Drought,259m,259,6.64,11.32,297.27,32.67,451.44,0.71,7.16,22.94,845.2,122.25,228.02,82.18,0.37,270.97,3.49,0.4,78.16307404,10.73102156,0.796626054,10.30927835,5,17,4,0.001206087,-0.062339037,-0.01035874,-0.007482932,-0.00497949,0.023231542,-0.00543,0.0228,H_Armeria,5.412919448,22.85752595,0.236111111,110,-0.00066,-0.00481,-0.00068,-0.00489,H_Armeria,Drought,86.23100906,33.32994937,-125.2543362,36.23495435,0.95,-1.55,-0.1,-0.64,-0.52,-0.94,
,Herbs,H_Armeria,Drought,1,Armeria,24,1000,Armeria_Drought,260m,260,6.49,27.12,446.71,34.07,507.09,0.69,7.32,16.67,685.6,192.83,136.44,78.12,0.33,483.33,2.42,0.25,10.95311299,69.63873943,1.729438893,17.67870869,10,45,5,0.040346608,-0.014728679,0.061847836,0.02551172,-0.007987971,-0.012212012,-0.00865,-0.01521,H_Armeria,3.770339992,23.97142479,0.595316841,181,-0.00997,0.0209,-0.01009,0.021,H_Armeria,Drought,86.23100906,33.32994937,-125.2543362,36.23495435,1.65,-2.18,-0.1,-1.35,-2.23,-1.51,
